question_id,question_text,topic_ids,topic_names,subfields,degree
60d8d4069fcf359ccb54561c,How do you deal with stress on the job?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Health Psychology,Industrial and Organizational Psychology",
60d8d4069fcf355b7c54561f,How do you handle fatigue at work?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Health Psychology,Industrial and Organizational Psychology",
60d8d4069fcf355585545623,What part of your future are you most worried about?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Developmental Psychology,Health Psychology",
60d8d4069fcf35f59c545622,Describe an ethical dilemma you've faced at work.,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Industrial and Organizational Psychology,Social Psychology",
60d8d4069fcf35659d545621,How do you deal with anxiety or nervousness?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Health Psychology,Clinical Psychology",
60d8d4069fcf35db16545633,Do you enjoy any benefits offered by your employer?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,Industrial and Organizational Psychology,
60d8d4069fcf350e80545636,What are some pieces of advice that you have found helpful?,35debd9f-476d-43c9-b51c-09c65292ec7f,Mentoring,"Counseling Psychology,Educational/School Psychology",
60d8d4069fcf35529754563b,Whom do you consider a role model? In what ways have they influenced you?,35debd9f-476d-43c9-b51c-09c65292ec7f,Mentoring,"Social Psychology,Developmental Psychology",
60d8d4069fcf35ab4654563c,What are the qualities of a good mentor?,35debd9f-476d-43c9-b51c-09c65292ec7f,Mentoring,"Counseling Psychology,Educational/School Psychology",
60d8d4069fcf3548b2545644,What are you doing to ensure that you are growing and developing every day?,2c17eb69-a620-4479-982d-950c3b8a0b41,Motivation & Vision,"Developmental Psychology,Industrial and Organizational Psychology",
60d8d4069fcf350264545642,How can your work change the world?,2c17eb69-a620-4479-982d-950c3b8a0b41,Motivation & Vision,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf35f89a545645,How do you define success?,2c17eb69-a620-4479-982d-950c3b8a0b41,Motivation & Vision,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf35451d545648,How do you stay focused?,2c17eb69-a620-4479-982d-950c3b8a0b41,Motivation & Vision,"Health Psychology,Industrial and Organizational Psychology",
60d8d4069fcf3553b654564b,What is the most important lesson about life that you have learned?,2c17eb69-a620-4479-982d-950c3b8a0b41,Motivation & Vision,"Developmental Psychology,Social Psychology",
60d8d4069fcf35b93a54564c,How can I learn more about your field?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Counseling Psychology",
60d8d4069fcf35454a545656,What type of internship should I pursue?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Industrial and Organizational Psychology",
60d8d4069fcf351f2b545657,When should I pursue internships?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Developmental Psychology",
60d8d4069fcf35afb954565d,How can I improve my social or communication skills?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Social Psychology,Human Factors and Engineering Psychology",
60d8d4069fcf355b82545665,How should I choose my career path?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Counseling Psychology,Industrial and Organizational Psychology",
60d8d4069fcf355482545668,How can I prevent burnout?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Health Psychology,Industrial and Organizational Psychology",
60d8d4069fcf350b9e54566d,"What is a good way for someone to get to know their bosses, superiors, or professors?",fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf35495e54566f,When should I own or rent?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,Social Psychology,
60d8d4069fcf35718d545671,"How is your field addressing issues of equity, diversity, and inclusion?",a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf352830545672,"How welcoming, affirming, or supportive is this field of LGBTQ individuals?",a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Clinical Psychology",
60d8d4069fcf351c57545675,Is there gender diversity in your workplace?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf353c86545679,What should I do if I feel discriminated against?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Counseling Psychology",
60d8d4069fcf35acce54567b,What are the signs you should look out for that might mean there is discrimination?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Counseling Psychology",
60d8d4069fcf355bf254567c,"Have you ever been treated unfairly at work?  If so, how have you dealt with it?",a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf352b5854567d,What advice do you have for dealing with microaggressions?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Counseling Psychology",
60d8d0ac9fcf3542635454dc,What classes should I take?,,,Educational/School Psychology,
60d8d0ac9fcf352b2d5454e6,How do I start networking?,,,"Social Psychology,Industrial and Organizational Psychology",
60d8d0ac9fcf3584995454e9,How can I write a strong resume?,,,Industrial and Organizational Psychology,
60d8d0ac9fcf3578805454ea,When should I start looking for jobs?,,,Industrial and Organizational Psychology,
60d8d0ac9fcf358cd15454ec,How can I make myself competitive for jobs?,,,"Industrial and Organizational Psychology,Educational/School Psychology",
60d8d0ac9fcf3553045454ed,What advice do you have for job searching?,,,"Industrial and Organizational Psychology,Counseling Psychology",
60d8d0ac9fcf35fab65454ef,How important are extracurriculars in helping you get a job or go to graduate school?,,,"Educational/School Psychology,Industrial and Organizational Psychology",
60d8d0ac9fcf3561ea5454f8,"What is a good way for someone to get to know their bosses, superiors, or professors?",,,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf351892545603,Where are you?,46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
60d8d4069fcf35a910545607,"If you could meet anyone in the world today, who would it be and why? What would you say to that person?",46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
60d8d4069fcf35e55d54560a,Where do you consider the best place on earth?,46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
60d8d4069fcf35ca7254560b,Tell me a funny story.,46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
60d8d4069fcf35dc0654560c,What is your favorite food?,46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
60d8d4069fcf353ee3545610,What is one thing you cannot live without?,46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
60d8d4069fcf353bf154560e,What is the coolest thing you have ever done?,46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
60d8d4069fcf356eeb545616,Tell me about a time where your priorities conflicted with the priorities of your supervisor or management.,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Industrial and Organizational Psychology,Social Psychology",
60d8d4069fcf351ed254561e,How do you handle self-doubt?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Health Psychology,Clinical Psychology",
60d8d4069fcf356cdc545625,"What used to be your biggest weakness in the past, and how have you addressed it?",97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Developmental Psychology,Social Psychology",
60d8d4069fcf35f029545626,Are you in a romantic relationship?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,Social Psychology,
60d8d4069fcf35e2e254562a,How often do you take work home with you?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,"Industrial and Organizational Psychology,Health Psychology",
60d8d4069fcf35c702545639,What is something important that I should ask you?,35debd9f-476d-43c9-b51c-09c65292ec7f,Mentoring,"Counseling Psychology,Educational/School Psychology",
60d8d4069fcf356ddf54563d,"If I don't have a mentor, how can I find a good one?",35debd9f-476d-43c9-b51c-09c65292ec7f,Mentoring,"Counseling Psychology,Social Psychology",
60d8d4069fcf35e14754564a,How do you set goals?,2c17eb69-a620-4479-982d-950c3b8a0b41,Motivation & Vision,"Industrial and Organizational Psychology,Developmental Psychology",
60d8d4069fcf352e4d545654,Are there any specializations you would recommend that I pursue?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Counseling Psychology",
60d8d4069fcf3553a8545653,Should I pursue a minor?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,Educational/School Psychology,
60d8d4069fcf35356054565b,How do I start networking?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf3556d5545659,How do I make the most of my college experience?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Educational/School Psychology,Developmental Psychology",
60d8d4069fcf35810f545660,How should I look for jobs?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,Industrial and Organizational Psychology,
60d8d4069fcf353d98545662,What advice do you have for job searching?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Industrial and Organizational Psychology,Counseling Psychology",
60d8d4069fcf35be69545666,How would I know that I'm on the right career path?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Counseling Psychology,Industrial and Organizational Psychology",
60d8d4069fcf352ea3545667,How could I stay motivated?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Health Psychology,Developmental Psychology",
60d8d4069fcf355f14545669,What do you recommend that I avoid doing?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Counseling Psychology,Educational/School Psychology",
60d8d4069fcf35b0f954566e,When do I need to start worrying about retirement?,fc865d73-e47c-4512-bd5b-e9cf589e2f5b,Advice,"Developmental Psychology,Industrial and Organizational Psychology",
60d8d4069fcf35717a545677,What are you doing to support minority students or professionals?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Social Psychology,Educational/School Psychology",
60d8d4069fcf3541d754567e,What advice do you have for first-generation students?,a3ffed41-e730-40c5-a33f-2959a29ed04c,Diversity,"Educational/School Psychology,Counseling Psychology",
60de126f9fcf35b469545af0,What's you favorite candy?,,,Social Psychology,
60d8d0ac9fcf3501125454dd,How should I choose my major?,,,"Educational/School Psychology,Developmental Psychology",
60d8d0ac9fcf3511005454d9,"What are some good resources to look at before getting started in this field (e.g., books, videos, classes)?",,,"Educational/School Psychology,Counseling Psychology",
60d8d0ac9fcf353a2b5454db,What is the best piece of advice you would give to someone pursuing your field?,,,"Counseling Psychology,Educational/School Psychology",
60d8d0ac9fcf355ab15454e1,What type of internship should I pursue?,,,"Educational/School Psychology,Industrial and Organizational Psychology",
60d8d0ac9fcf357a135454e2,When should I pursue internships?,,,"Educational/School Psychology,Developmental Psychology",
60d8d0ac9fcf3509555454e3,How can I find internships?,,,"Educational/School Psychology,Industrial and Organizational Psychology",
60d8d0ac9fcf356e515454eb,How should I look for jobs?,,,Industrial and Organizational Psychology,
60d8d0ac9fcf3580fe5454f2,How could I stay motivated?,,,"Health Psychology,Developmental Psychology",
60d8d0ac9fcf350e365454f6,How can I increase my confidence?,,,"Health Psychology,Social Psychology",
60d8d4069fcf35c00d545608,What person do you most admire and why?,46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
60d8d4069fcf35a5e9545609,Where were you born?,46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
60d8d4069fcf35131d545612,Do you have a nickname?,46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,Social Psychology,
60d8d4069fcf35ee9c545613,"If you could try out any job for a day, what would it be?",46cb53d5-0c53-454c-b6d7-d82851c4e2e7,For Fun,"Social Psychology,Industrial and Organizational Psychology",
60d8d4069fcf35040f54561d,What has helped you persevere in spite of challenges or obstacles?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Health Psychology,Social Psychology",
60d8d4069fcf3568b4545619,How did you handle a time when you took a chance and the result was poor?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Developmental Psychology,Social Psychology",
60d8d4069fcf35f44b545620,How do you deal with writer's block?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Health Psychology,Industrial and Organizational Psychology",
60d8d4069fcf355199545628,Do you have any siblings?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,Social Psychology,
60d8d4069fcf35dcdb545627,Do you have any kids?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,Social Psychology,
60d8d4069fcf355fad545624,What keeps you up at night?,97103b5d-4dd4-4a24-a557-37dc61e58a86,Challenges,"Health Psychology,Social Psychology",
60d8d4069fcf35b0cc545629,How much free time do you have in your career?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,"Industrial and Organizational Psychology,Health Psychology",
60d8d4069fcf3506ac54562b,How easy is it to raise a family while working in this field?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,"Industrial and Organizational Psychology,Developmental Psychology",
60d8d4069fcf352c1d54562c,What is an example of a conflict you had between your career and family life? How did you learn from it?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,"Industrial and Organizational Psychology,Developmental Psychology",
60d8d4069fcf35657b54562d,How do you balance work and family responsibilities?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,"Industrial and Organizational Psychology,Developmental Psychology",
60d8d4069fcf35232954562f,How much vacation time do you get in your job?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,Industrial and Organizational Psychology,
60d8d4069fcf35cc74545632,How do you manage your time?,997092c0-4028-4c1f-ad98-cbfaa5853c1e,Lifestyle,"Industrial and Organizational Psychology,Health Psychology",
